250,false,2, Ernest Courtenay Carter,male,54.0,1,0,244252,26.0,-1,S
260,true,2, (Lutie Davis) Parrish,female,50.0,0,1,230433,26.0,-1,S
266,false,2, David Reeves,male,36.0,0,0,C.A. 17248,10.5,-1,S
273,true,2, (Elizabeth Anne Maidment) Mellinger,female,41.0,0,1,250644,19.5,-1,S
278,false,2, Francis  Parkes,male,-1.0,0,0,239853,0.0,-1,S
289,true,2, Masabumi Hosono,male,42.0,0,0,237798,13.0,-1,S
293,false,2, Rene Jacques Levy,male,36.0,0,0,SC/Paris 2163,12.875,D,C
304,true,2, Nora A Keane,female,-1.0,0,0,226593,12.35,E101,Q
309,false,2, Samuel Abelson,male,30.0,1,0,P/PP 3381,24.0,-1,C
313,false,2, William (Anna Sylfven) Lahtinen,female,26.0,1,1,250651,26.0,-1,S
315,false,2, Benjamin Hart,male,43.0,1,1,F.C.C. 13529,26.25,-1,S
317,true,2, Sinai (Miriam Sternin) Kantor,female,24.0,1,0,244367,26.0,-1,S
318,false,2, Ernest Moraweck,male,54.0,0,0,29011,14.0,-1,S
323,true,2, Hilda Mary Slayter,female,30.0,0,0,234818,12.35,-1,Q
324,true,2, Albert Francis (Sylvia Mae Harbaugh) Caldwell,female,22.0,1,1,248738,29.0,-1,S
328,true,2, (Ada E Hall) Ball,female,36.0,0,0,28551,13.0,D,S
341,true,2, Edmond Roger Navratil,male,2.0,1,1,230080,26.0,F2,S
343,false,2, Erik Gustaf Collander,male,28.0,0,0,248740,13.0,-1,S
344,false,2, Charles Frederick Waddington Sedgwick,male,25.0,0,0,244361,13.0,-1,S
345,false,2, Stanley Hubert Fox,male,36.0,0,0,229236,13.0,-1,S
346,true,2, Amelia  Brown,female,24.0,0,0,248733,13.0,F33,S
347,true,2, Marion Elsie Smith,female,40.0,0,0,31418,13.0,-1,S
358,false,2, Annie Clemmer Funk,female,38.0,0,0,237671,13.0,-1,S
362,false,2, Sebastiano del Carlo,male,29.0,1,0,SC/PARIS 2167,27.7208,-1,C
386,false,2, Charles Henry Davies,male,18.0,0,0,S.O.C. 14879,73.5,-1,S
388,true,2, Kate Buss,female,36.0,0,0,27849,13.0,-1,S
390,true,2, Bertha Lehmann,female,17.0,0,0,SC 1748,12.0,-1,C
398,false,2, Peter David McKane,male,46.0,0,0,28403,26.0,-1,S
399,false,2, Alfred Pain,male,23.0,0,0,244278,10.5,-1,S
400,true,2, William H (Jessie L) Trout,female,28.0,0,0,240929,12.65,-1,S
406,false,2, Shadrach Gale,male,34.0,1,0,28664,21.0,-1,S
408,true,2, William Rowe Richards,male,3.0,1,1,29106,18.75,-1,S
414,false,2, Alfred Fleming Cunningham,male,-1.0,0,0,239853,0.0,-1,S
417,true,2, James Vivian (Lulu Thorne Christian) Drew,female,34.0,1,1,28220,32.5,-1,S
418,true,2, Lyyli Karoliina Silven,female,18.0,0,2,250652,13.0,-1,S
419,false,2, William John Matthews,male,30.0,0,0,28228,13.0,-1,S
427,true,2, Charles V (Ada Maria Winfield) Clarke,female,28.0,1,0,2003,26.0,-1,S
428,true,2, Kate Florence ( Phillips,female,19.0,0,0,250655,26.0,-1,S
433,true,2, Charles Alexander (Alice Adelaide Slow) Louch,female,42.0,1,0,SC/AH 3085,26.0,-1,S
438,true,2, Sidney (Emily Hocking) Richards,female,24.0,2,3,29106,18.75,-1,S
440,false,2, Johan Henrik Johannesson Kvillner,male,31.0,0,0,C.A. 18723,10.5,-1,S
441,true,2, Benjamin (Esther Ada Bloomfield) Hart,female,45.0,1,1,F.C.C. 13529,26.25,-1,S
444,true,2, Encarnacion Reynaldo,female,28.0,0,0,230434,13.0,-1,S
447,true,2, Madeleine Violet Mellinger,female,13.0,0,1,250644,19.5,-1,S
451,false,2, Edwy Arthur West,male,36.0,1,2,C.A. 34651,27.75,-1,S
459,true,2, Ellen Toomey,female,50.0,0,0,F.C.C. 13531,10.5,-1,S
464,false,2, Jacob Christian Milling,male,48.0,0,0,234360,13.0,-1,S
467,false,2, William Campbell,male,-1.0,0,0,239853,0.0,-1,S
473,true,2, Edwy Arthur (Ada Mary Worth) West,female,33.0,1,2,C.A. 34651,27.75,-1,S
474,true,2, Amin S (Marie Marthe Thuillard) Jerwan,female,23.0,0,0,SC/AH Basle 541,13.7917,D,C
477,false,2, Peter Henry Renouf,male,34.0,1,0,31027,21.0,-1,S
482,false,2, Anthony Wood  Frost,male,-1.0,0,0,239854,0.0,-1,S
507,true,2, Frederick Charles (Jane Richards) Quick,female,33.0,0,2,26360,26.0,-1,S
517,true,2, (Amelia Milley) Lemore,female,34.0,0,0,C.A. 34260,10.5,F33,S
519,true,2, William A (Florence  Angle,female,36.0,1,0,226875,26.0,-1,S
527,true,2, Lucy Ridsdale,female,50.0,0,0,W./C. 14258,10.5,-1,S
530,false,2, Richard George Hocking,male,23.0,2,1,29104,11.5,-1,S
531,true,2, Phyllis May Quick,female,2.0,1,1,26360,26.0,-1,S
536,true,2, Eva Miriam Hart,female,7.0,0,2,F.C.C. 13529,26.25,-1,S
544,true,2, Edward Beane,male,32.0,1,0,2908,26.0,-1,S
547,true,2, Edward (Ethel Clarke) Beane,female,19.0,1,0,2908,26.0,-1,S
548,true,2, Julian Padro y Manent,male,-1.0,0,0,SC/PARIS 2146,13.8625,-1,C
550,true,2, John Morgan Jr Davies,male,8.0,1,1,C.A. 33112,36.75,-1,S
552,false,2, Percival James R Sharp,male,27.0,0,0,244358,26.0,-1,S
563,false,2, Robert Douglas Norman,male,28.0,0,0,218629,13.5,-1,S
571,true,2, George Harris,male,62.0,0,0,S.W./PP 752,10.5,-1,S
577,true,2, Ethel Garside,female,34.0,0,0,243880,13.0,-1,S
581,true,2, Julie Rachel Christy,female,25.0,1,1,237789,30.0,-1,S
583,false,2, William James Downton,male,54.0,0,0,28403,26.0,-1,S
587,false,2, John Denzil Jarvis,male,47.0,0,0,237565,15.0,-1,S
595,false,2, John Henry Chapman,male,37.0,1,0,SC/AH 29037,26.0,-1,S
597,true,2, Jessie Wills Leitch,female,-1.0,0,0,248727,33.0,-1,S
601,true,2, Sidney Samuel (Amy Frances Christy) Jacobsohn,female,24.0,2,1,243847,27.0,-1,S
609,true,2, Joseph (Juliette Marie Louise Lafargue) Laroche,female,22.0,1,2,SC/Paris 2123,41.5792,-1,C
616,true,2, Alice Herman,female,24.0,1,2,220845,65.0,-1,S
619,true,2, Marion Louise Becker,female,4.0,2,1,230136,39.0,F4,S
620,false,2, Lawrence Gavey,male,26.0,0,0,31028,10.5,-1,S
627,false,2, Charles Leonard Kirkland,male,57.0,0,0,219533,12.35,-1,Q
636,true,2, Mary Davis,female,28.0,0,0,237668,13.0,-1,S
638,false,2, Harvey Collyer,male,31.0,1,1,C.A. 31921,26.25,-1,S
652,true,2, Elsie Doling,female,18.0,0,1,231919,23.0,-1,S
656,false,2, Leonard Mark Hickman,male,24.0,2,0,S.O.C. 14879,73.5,-1,S
659,false,2, George Floyd Eitemiller,male,23.0,0,0,29751,13.0,-1,S
666,false,2, Lewis Hickman,male,32.0,2,0,S.O.C. 14879,73.5,-1,S
667,false,2, Reginald Fenton Butler,male,25.0,0,0,234686,13.0,-1,S
671,true,2, Thomas William Solomon (Elizabeth Catherine Ford) Brown,female,40.0,1,1,29750,39.0,-1,S
673,false,2, Henry Michael Mitchell,male,70.0,0,0,C.A. 24580,10.5,-1,S
674,true,2, Charles Wilhelms,male,31.0,0,0,244270,13.0,-1,S
675,false,2, Ennis Hastings Watson,male,-1.0,0,0,239856,0.0,-1,S
685,false,2, Thomas William Solomon Brown,male,60.0,1,1,29750,39.0,-1,S
686,false,2, Joseph Philippe Lemercier Laroche,male,25.0,1,2,SC/Paris 2123,41.5792,-1,C
696,false,2, Charles Henry Chapman,male,52.0,0,0,248731,13.5,-1,S
706,false,2, Henry Samuel ( Morley,male,39.0,0,0,250655,26.0,-1,S
707,true,2, Florence  Kelly,female,45.0,0,0,223596,13.5,-1,S
715,false,2, Samuel Greenberg,male,52.0,0,0,250647,13.0,-1,S
718,true,2, Edwina Celia  Troutt,female,27.0,0,0,34218,10.5,E101,S
721,true,2, Annie Jessie  Harper,female,6.0,0,1,248727,33.0,-1,S
723,false,2, William Henry Gillespie,male,34.0,0,0,12233,13.0,-1,S
724,false,2, Henry Price Hodges,male,50.0,0,0,250643,13.0,-1,S
727,true,2, Peter Henry (Lillian Jefferys) Renouf,female,30.0,3,0,31027,21.0,-1,S
729,false,2, Kurt Arnold Gottfrid Bryhl,male,25.0,1,0,236853,26.0,-1,S
733,false,2, Robert J Knight,male,-1.0,0,0,239855,0.0,-1,S
734,false,2, William John Berriman,male,23.0,0,0,28425,13.0,-1,S
735,false,2, Moses Aaron Troupiansky,male,23.0,0,0,233639,13.0,-1,S
748,true,2, Anna Sinkkonen,female,30.0,0,0,250648,13.0,-1,S
751,true,2, Joan Wells,female,4.0,1,1,29103,23.0,-1,S
755,true,2, Samuel (Jane Laver) Herman,female,48.0,1,2,220845,65.0,-1,S
756,true,2, Viljo Hamalainen,male,0.67,1,1,250649,14.5,-1,S
758,false,2, Percy Andrew Bailey,male,18.0,0,0,29108,11.5,-1,S
773,false,2, (Mary) Mack,female,57.0,0,0,S.O./P.P. 3,10.5,E77,S
775,true,2, Elizabeth (Eliza Needs) Hocking,female,54.0,1,3,29105,23.0,-1,S
792,false,2, Alfred Gaskell,male,16.0,0,0,239865,26.0,-1,S
796,false,2, Richard Otter,male,39.0,0,0,28213,13.0,-1,S
801,false,2, Martin Ponesell,male,34.0,0,0,250647,13.0,-1,S
802,true,2, Harvey (Charlotte Annie Tate) Collyer,female,31.0,1,1,C.A. 31921,26.25,-1,S
809,false,2, August Meyer,male,39.0,0,0,248723,13.0,-1,S
813,false,2, Richard James Slemen,male,35.0,0,0,28206,10.5,-1,S
818,false,2, Albert Mallet,male,31.0,1,1,S.C./PARIS 2079,37.0042,-1,C
828,true,2, Andre Mallet,male,1.0,0,2,S.C./PARIS 2079,37.0042,-1,C
832,true,2, George Sibley Richards,male,0.83,1,1,29106,18.75,-1,S
842,false,2, Thomas Charles Mudd,male,16.0,0,0,S.O./P.P. 3,10.5,-1,S
849,false,2, John Harper,male,28.0,0,1,248727,33.0,-1,S
855,false,2, Ernest Courtenay (Lilian Hughes) Carter,female,44.0,1,0,244252,26.0,-1,S
862,false,2, Frederick Edward Giles,male,21.0,1,0,28134,11.5,-1,S
865,false,2, John William Gill,male,24.0,0,0,233866,13.0,-1,S
866,true,2, (Karolina) Bystrom,female,42.0,0,0,236852,13.0,-1,S
867,true,2, Asuncion Duran y More,female,27.0,1,0,SC/PARIS 2149,13.8583,-1,C
875,true,2, Samuel (Hannah Wizosky) Abelson,female,28.0,1,0,P/PP 3381,24.0,-1,C
881,true,2, William (Imanita Parrish Hall) Shelley,female,25.0,0,1,230433,26.0,-1,S
884,false,2, Frederick James Banfield,male,28.0,0,0,C.A./SOTON 34068,10.5,-1,S
887,false,2, Juozas Montvila,male,27.0,0,0,211536,13.0,-1,S
